# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=bounded, version=0.3, since=2026-09-01T00:00:00Z, until=2026-09-21T14:00:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_288d505_auto-nocaps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-in-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna; source: store/index.tsv (12 record(s) matching this query); records: 10; subbench_versions: bounded@0.3; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 2; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_288d505_auto-nocaps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; no=pcrec_25b1984f_auto-nocaps-simdna,pcrec_288d505_auto-nocaps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	pcrec_288d505_auto-nocaps-simdna	pcrec_d34c9131_auto-caps-simdna	pcrec_d34c9131_vm-caps-simdna	pcrec_d34c9131_vm-in-caps-simdna
bounded@0.3	nest2-64	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	2096.9	pcrec_25b1984f_vm-caps-simdna	2096.9	pcrec_25b1984f_auto-nocaps-simdna	2146.1	excluded	excluded	1.037235	1.023444	1.000000	1.057011	1.027426	1.024201	1.001854	1.055513
bounded@0.3	nest2-64	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1692.7	pcrec_25b1984f_auto-caps-simdna	1696.0	pcrec_25b1984f_auto-nocaps-simdna	1692.7	4.082190	1.785229	1.001971	1.000000	3.628439	3.667775	1.047960	1.003271	3.616193	3.678247
bounded@0.3	nest2-letters-6	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	133495.2	pcrec_d34c9131_auto-caps-simdna	133495.2	pcrec_25b1984f_auto-nocaps-simdna	133515.7	7.052640	1.318905	1.010948	1.000154	1.954412	1.999900	1.467723	1.000000	1.914798	2.033505
bounded@0.3	nest2-letters-6	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	11355876.9	libpcre2_10.46_jit-caps-simdna	11355876.9			1.000489	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	nest2-letters-6	match-compliance	whole-subject	pcrec_288d505_auto-nocaps-simdna	1200.8	pcrec_d34c9131_auto-caps-simdna	1206.8	pcrec_288d505_auto-nocaps-simdna	1200.8	excluded	excluded	1.011553	1.007918	1991.439532	1988.846451	1.000000	1.005005	1987.843803	1983.857261
bounded@0.3	nest2-letters-6	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1157.1	pcrec_d34c9131_auto-caps-simdna	1157.1	pcrec_25b1984f_auto-nocaps-simdna	1168.0	6.137535	2.300933	1.008983	1.009455	3.500523	3.680992	1.090062	1.000000	3.522946	3.687364
bounded@0.3	nest3-16	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	54184.9	libpcre2_10.46_jit-caps-simdna	54184.9	pcrec_25b1984f_auto-nocaps-simdna	62531.4	2.503504	1.000000	1.155814	1.154037	14.863839	14.829147	1.218163	1.153568	14.861151	14.823090
bounded@0.3	nest3-16	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	12675.7	libpcre2_10.46_interp-caps-simdna	12675.7			1.000000	1.004279	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	nest3-16	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	3364.3	pcrec_25b1984f_vm-in-caps-simdna	3364.3	pcrec_25b1984f_auto-nocaps-simdna	3846.0	excluded	excluded	1.145342	1.143182	1.146332	1.000000	1.182526	1.144485	1.166130	1.001353
bounded@0.3	nest3-16	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1695.4	pcrec_d34c9131_auto-caps-simdna	1695.4	pcrec_25b1984f_auto-nocaps-simdna	1707.5	5.328115	1.790792	1.003773	1.007159	5.964334	6.012100	1.044962	1.000000	5.967450	5.998075
bounded@0.3	nest3-3	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	69846.7	pcrec_d34c9131_auto-caps-simdna	69846.7	pcrec_25b1984f_auto-nocaps-simdna	69847.4	7.450237	1.237256	1.001761	1.000010	6.477972	6.575172	1.115023	1.000000	6.444678	6.458370
bounded@0.3	nest3-3	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	18298027.5	libpcre2_10.46_jit-caps-simdna	18298027.5			1.001978	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	nest3-3	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	886.5	pcrec_25b1984f_auto-caps-simdna	886.5	pcrec_25b1984f_auto-nocaps-simdna	891.1	excluded	excluded	1.000000	1.005253	3185.603152	3139.553445	1.010054	1.005293	3205.381033	3164.275534
bounded@0.3	nest3-3	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1371.0	pcrec_d34c9131_auto-caps-simdna	1378.7	pcrec_25b1984f_auto-nocaps-simdna	1371.0	8.447323	2.025853	1.006595	1.000000	4.167955	4.246899	1.096029	1.005637	4.130196	4.224229
bounded@0.3	pw-8-64	large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna	116531.3	pcrec_d34c9131_vm-caps-simdna	116531.3	pcrec_25b1984f_auto-nocaps-simdna	192932.2	3.030298	1.112377	1.646003	1.655625	1.042543	1.001403	1.799672	1.647032	1.000000	1.003031
bounded@0.3	pw-8-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	7172.8	libpcre2_10.46_interp-caps-simdna	7172.8			1.000000	1.010848	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	pw-8-64	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	2047.3	pcrec_d34c9131_vm-in-caps-simdna	2047.3	pcrec_288d505_auto-nocaps-simdna	3521.4	excluded	excluded	1.751913	1.730695	1.018076	1.010456	1.720020	1.727828	1.018630	1.000000
bounded@0.3	pw-8-64	short-subject-search	plain	pcrec_25b1984f_vm-in-caps-simdna	2220.4	pcrec_25b1984f_vm-in-caps-simdna	2220.4	pcrec_25b1984f_auto-nocaps-simdna	2967.6	3.196988	1.199810	1.333923	1.336506	1.072752	1.000000	1.371709	1.338747	1.032514	1.023234
bounded@0.3	year4	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	88477.6	pcrec_25b1984f_auto-caps-simdna	88627.9	pcrec_25b1984f_auto-nocaps-simdna	88477.6	6.359595	2.777686	1.001698	1.000000	2.199004	2.235086	1.429935	1.001729	2.197647	2.218526
bounded@0.3	year4	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2910.7	libpcre2_10.46_jit-caps-simdna	2910.7			1.006857	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	year4	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	384.9	pcrec_25b1984f_vm-in-caps-simdna	384.9	pcrec_288d505_auto-nocaps-simdna	551.7	excluded	excluded	1.464885	1.449142	1.171577	1.000000	1.433244	1.452363	1.168598	1.001610
bounded@0.3	year4	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1783.4	pcrec_d34c9131_auto-caps-simdna	1783.4	pcrec_25b1984f_auto-nocaps-simdna	1793.9	7.829025	1.963565	1.004582	1.005900	2.690753	2.680239	1.093284	1.000000	2.685315	2.654002
