# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=syntax, version=0.1, until=2026-09-21T14:30:16Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (7 record(s) matching this query); records: 7; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,rust_1.13.1_default-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna; no=pcrec_25b1984f_auto-nocaps-simdna,rust_1.13.1_default-caps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	rust_1.13.1_default-caps-simdna
syntax@0.1	grp-atomic-rep	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1511.4	libpcre2_10.46_jit-caps-simdna	1511.4			1.012202	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	grp-atomic-rep	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	283.1	pcrec_25b1984f_vm-in-caps-simdna	283.1	pcrec_25b1984f_auto-nocaps-simdna	454.1	excluded	excluded	1.583873	1.603986	1.450242	1.000000	refused
syntax@0.1	grp-atomic-rep	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	843.3	pcrec_25b1984f_auto-caps-simdna	847.7	pcrec_25b1984f_auto-nocaps-simdna	843.3	3.963378	2.091852	1.005306	1.000000	3.000193	2.903348	refused
syntax@0.1	grp-branch-reset	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1239281.4	libpcre2_10.46_jit-caps-simdna	1239281.4			11.919334	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-branch-reset	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1894.5	libpcre2_10.46_jit-caps-simdna	1894.5			1.015102	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-branch-reset	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1876.3	libpcre2_10.46_jit-caps-simdna	1876.3			3.294492	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-callout	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	555879.3	libpcre2_10.46_jit-caps-simdna	555879.3			5.525396	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-callout	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1419.3	libpcre2_10.46_jit-caps-simdna	1419.3			1.011526	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-callout	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1627.3	libpcre2_10.46_jit-caps-simdna	1627.3			1.325119	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-cap	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	546581.2	libpcre2_10.46_jit-caps-simdna	546581.2	pcrec_25b1984f_auto-nocaps-simdna	837185.0	6.831143	1.000000	1.595201	1.531675	1.749700	2.483512	1.552967
syntax@0.1	grp-cap	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1480.8	libpcre2_10.46_jit-caps-simdna	1480.8			1.000210	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	grp-cap	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	226.8	pcrec_25b1984f_auto-caps-simdna	226.8	pcrec_25b1984f_auto-nocaps-simdna	434.3	excluded	excluded	1.000000	1.914741	1.066259	1.281286	1.999647
syntax@0.1	grp-cap	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	533.3	pcrec_25b1984f_vm-caps-simdna	570.3	pcrec_25b1984f_auto-nocaps-simdna	533.3	4.323505	3.256440	1.186689	1.000000	1.069486	1.564311	4.426802
syntax@0.1	grp-comment	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	515705.5	libpcre2_10.46_jit-caps-simdna	515705.5			5.846874	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-comment	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1408.3	libpcre2_10.46_jit-caps-simdna	1408.3			1.026795	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-comment	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1597.4	libpcre2_10.46_jit-caps-simdna	1597.4			1.357787	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-named	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	543074.3	libpcre2_10.46_jit-caps-simdna	543074.3	pcrec_25b1984f_auto-nocaps-simdna	838033.4	6.855187	1.000000	1.612628	1.543128	1.760793	2.500050	1.578168
syntax@0.1	grp-named	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1480.2	libpcre2_10.46_jit-caps-simdna	1480.2			1.002797	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	grp-named	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	226.8	pcrec_25b1984f_auto-caps-simdna	226.8	pcrec_25b1984f_auto-nocaps-simdna	432.8	excluded	excluded	1.000000	1.908413	1.061006	1.282498	2.000920
syntax@0.1	grp-named	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	529.4	pcrec_25b1984f_vm-caps-simdna	569.5	pcrec_25b1984f_auto-nocaps-simdna	529.4	4.359467	3.238999	1.210586	1.000000	1.075851	1.567344	4.458844
syntax@0.1	grp-named-quote	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	545012.5	libpcre2_10.46_jit-caps-simdna	545012.5	pcrec_25b1984f_auto-nocaps-simdna	839863.8	6.839526	1.000000	1.602708	1.540999	1.755977	2.474271	refused
syntax@0.1	grp-named-quote	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1480.5	libpcre2_10.46_jit-caps-simdna	1480.5			1.001909	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	grp-named-quote	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	228.0	pcrec_25b1984f_auto-caps-simdna	228.0	pcrec_25b1984f_auto-nocaps-simdna	435.8	excluded	excluded	1.000000	1.911777	1.055079	1.274527	refused
syntax@0.1	grp-named-quote	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	521.6	pcrec_25b1984f_vm-caps-simdna	571.2	pcrec_25b1984f_auto-nocaps-simdna	521.6	4.427570	3.331816	1.220515	1.000000	1.095279	1.592809	refused
syntax@0.1	grp-noncap	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	163636.7	libpcre2_10.46_jit-caps-simdna	163636.7	pcrec_25b1984f_auto-nocaps-simdna	216600.8	28.824129	1.000000	1.324774	1.323668	23.499861	23.226270	1.385172
syntax@0.1	grp-noncap	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1464.1	libpcre2_10.46_jit-caps-simdna	1464.1			1.010119	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	grp-noncap	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	317.5	pcrec_25b1984f_vm-in-caps-simdna	317.5	pcrec_25b1984f_auto-nocaps-simdna	432.9	excluded	excluded	1.376466	1.363196	1.310131	1.000000	3.054030
syntax@0.1	grp-noncap	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	501.2	pcrec_25b1984f_auto-caps-simdna	506.4	pcrec_25b1984f_auto-nocaps-simdna	501.2	9.594147	3.202629	1.010443	1.000000	5.034461	4.777729	4.768750
syntax@0.1	lit-cat	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	345109.4	libpcre2_10.46_jit-caps-simdna	514768.2	rust_1.13.1_default-caps-simdna	345109.4	9.010012	1.491609	2.430956	2.428308	4.972478	4.988074	1.000000
syntax@0.1	lit-cat	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1403.8	libpcre2_10.46_jit-caps-simdna	1403.8			1.024167	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	lit-cat	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.6	pcrec_25b1984f_vm-in-caps-simdna	251.6	rust_1.13.1_default-caps-simdna	423.6	excluded	excluded	1.724212	1.729800	1.100766	1.000000	1.683776
syntax@0.1	lit-cat	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	525.1	pcrec_25b1984f_auto-caps-simdna	525.8	pcrec_25b1984f_auto-nocaps-simdna	525.1	4.160502	3.132044	1.001237	1.000000	1.889759	1.761142	1.946809
syntax@0.1	lka-neg	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	296693.5	libpcre2_10.46_jit-caps-simdna	296693.5	pcrec_25b1984f_auto-nocaps-simdna	579584.4	9.091539	1.000000	1.949616	1.953479	14.174277	14.180059	refused
syntax@0.1	lka-neg	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1947.4	libpcre2_10.46_jit-caps-simdna	1947.4			1.013536	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	lka-neg	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	357.9	pcrec_25b1984f_vm-caps-simdna	357.9	pcrec_25b1984f_auto-nocaps-simdna	358.6	excluded	excluded	1.002759	1.001941	1.000000	1.280394	refused
syntax@0.1	lka-neg	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	774.4	pcrec_25b1984f_auto-caps-simdna	774.4	pcrec_25b1984f_auto-nocaps-simdna	776.9	3.578201	2.286116	1.000000	1.003150	3.278507	3.336139	refused
syntax@0.1	lka-nonatomic	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	301404.7	libpcre2_10.46_jit-caps-simdna	301404.7	pcrec_25b1984f_auto-nocaps-simdna	529429.4	11.462717	1.000000	1.755258	1.756540	4.304834	4.278819	refused
syntax@0.1	lka-nonatomic	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2337.7	libpcre2_10.46_jit-caps-simdna	2337.7			1.004726	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	lka-nonatomic	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	218.6	pcrec_25b1984f_auto-caps-simdna	219.8	pcrec_25b1984f_auto-nocaps-simdna	218.6	excluded	excluded	1.005275	1.000000	1.101170	1.346465	refused
syntax@0.1	lka-nonatomic	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	633.3	pcrec_25b1984f_auto-caps-simdna	633.6	pcrec_25b1984f_auto-nocaps-simdna	633.3	5.423899	2.675967	1.000435	1.000000	1.349373	1.474648	refused
syntax@0.1	lka-pos	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	163094.2	libpcre2_10.46_jit-caps-simdna	163094.2	pcrec_25b1984f_auto-nocaps-simdna	1681001.2	14.591023	1.000000	10.288799	10.306932	8.021438	10.329096	refused
syntax@0.1	lka-pos	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1913.2	libpcre2_10.46_interp-caps-simdna	1913.2			1.000000	1.001576	excluded	excluded	excluded	excluded	refused
syntax@0.1	lka-pos	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	198.7	pcrec_25b1984f_vm-caps-simdna	198.7	pcrec_25b1984f_auto-nocaps-simdna	211.1	excluded	excluded	1.062562	1.062559	1.000000	1.323716	refused
syntax@0.1	lka-pos	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	751.8	pcrec_25b1984f_auto-caps-simdna	751.8	pcrec_25b1984f_auto-nocaps-simdna	751.9	4.137884	2.303355	1.000000	1.000107	1.224333	1.632432	refused
syntax@0.1	lka-verb	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	163260.5	libpcre2_10.46_jit-caps-simdna	163260.5	pcrec_25b1984f_auto-nocaps-simdna	1679505.1	14.570101	1.000000	10.285697	10.287274	8.035579	10.305421	refused
syntax@0.1	lka-verb	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1899.4	libpcre2_10.46_jit-caps-simdna	1899.4			1.005540	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	lka-verb	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	198.7	pcrec_25b1984f_vm-caps-simdna	198.7	pcrec_25b1984f_auto-nocaps-simdna	211.3	excluded	excluded	1.062835	1.063285	1.000000	1.324429	refused
syntax@0.1	lka-verb	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	749.4	pcrec_25b1984f_auto-caps-simdna	753.0	pcrec_25b1984f_auto-nocaps-simdna	749.4	4.131169	2.302092	1.004836	1.000000	1.226124	1.629756	refused
syntax@0.1	lkb-neg	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	341251.5	libpcre2_10.46_jit-caps-simdna	341251.5	pcrec_25b1984f_auto-nocaps-simdna	800517.0	13.614744	1.000000	2.330109	2.345827	42.224708	45.831222	refused
syntax@0.1	lkb-neg	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1337.6	libpcre2_10.46_jit-caps-simdna	1337.6			1.016387	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	lkb-neg	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	529.1	pcrec_25b1984f_auto-caps-simdna	529.4	pcrec_25b1984f_auto-nocaps-simdna	529.1	excluded	excluded	1.000581	1.000000	1.004145	1.235420	refused
syntax@0.1	lkb-neg	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	898.7	pcrec_25b1984f_auto-caps-simdna	899.3	pcrec_25b1984f_auto-nocaps-simdna	898.7	4.269966	1.967262	1.000676	1.000000	9.346370	10.611404	refused
syntax@0.1	lkb-pos	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	201079.5	libpcre2_10.46_jit-caps-simdna	201079.5	pcrec_25b1984f_auto-nocaps-simdna	4045129.3	17.693633	1.000000	20.073378	20.117063	20.202937	30.730022	refused
syntax@0.1	lkb-pos	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1272.1	libpcre2_10.46_jit-caps-simdna	1272.1			1.018323	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	lkb-pos	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	223.5	pcrec_25b1984f_vm-caps-simdna	223.5	pcrec_25b1984f_auto-nocaps-simdna	223.7	excluded	excluded	1.000987	1.001075	1.000000	1.640284	refused
syntax@0.1	lkb-pos	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	803.0	pcrec_25b1984f_auto-caps-simdna	805.1	pcrec_25b1984f_auto-nocaps-simdna	803.0	4.283488	2.065510	1.002669	1.000000	2.811475	4.590879	refused
syntax@0.1	mod-a	large-subject-throughput	plain	pcrec_25b1984f_vm-caps-simdna	5709655.5	pcrec_25b1984f_vm-caps-simdna	5709655.5	pcrec_25b1984f_auto-nocaps-simdna	6935234.6	5.356684	2.242231	1.215679	1.214650	1.000000	1.007395	refused
syntax@0.1	mod-a	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	4035.7	libpcre2_10.46_jit-caps-simdna	4035.7			1.004539	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	mod-a	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	471.6	pcrec_25b1984f_vm-in-caps-simdna	471.6	pcrec_25b1984f_auto-nocaps-simdna	631.3	excluded	excluded	1.343518	1.338752	1.011021	1.000000	refused
syntax@0.1	mod-a	short-subject-search	plain	pcrec_25b1984f_vm-in-caps-simdna	571.3	pcrec_25b1984f_vm-in-caps-simdna	571.3	pcrec_25b1984f_auto-nocaps-simdna	804.9	7.807101	3.478637	1.400507	1.408976	1.055043	1.000000	refused
syntax@0.1	mod-i	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	565429.9	libpcre2_10.46_jit-caps-simdna	565429.9	rust_1.13.1_default-caps-simdna	827015.0	7.114701	1.000000	2.326603	2.323482	3.816350	3.835769	1.462631
syntax@0.1	mod-i	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1805.9	libpcre2_10.46_jit-caps-simdna	1805.9			1.002624	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-i	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	257.9	pcrec_25b1984f_vm-in-caps-simdna	257.9	pcrec_25b1984f_auto-nocaps-simdna	452.7	excluded	excluded	1.774427	1.755440	1.043889	1.000000	2.433965
syntax@0.1	mod-i	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	683.7	pcrec_25b1984f_auto-caps-simdna	683.7	pcrec_25b1984f_auto-nocaps-simdna	690.9	4.058880	2.440395	1.000000	1.010625	1.715019	1.644266	2.429538
syntax@0.1	mod-j-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	15977643.3	libpcre2_10.46_jit-caps-simdna	15977643.3	pcrec_25b1984f_auto-nocaps-simdna	29436702.3	12.489648	1.000000	1.837493	1.842368	1.845152	2.115977	refused
syntax@0.1	mod-j-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	4265.8	libpcre2_10.46_jit-caps-simdna	4265.8			1.006538	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	mod-j-uc	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	930.5	pcrec_25b1984f_vm-caps-simdna	960.9	pcrec_25b1984f_auto-nocaps-simdna	930.5	excluded	excluded	1.033351	1.000000	1.032705	1.395394	refused
syntax@0.1	mod-j-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	6439.4	libpcre2_10.46_jit-caps-simdna	6439.4	pcrec_25b1984f_auto-nocaps-simdna	14522.5	10.194525	1.000000	2.243666	2.255253	2.274513	2.602979	refused
syntax@0.1	mod-n	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	521149.4	libpcre2_10.46_jit-caps-simdna	521149.4	pcrec_25b1984f_auto-nocaps-simdna	838996.3	6.586983	1.000000	1.609951	1.609896	3.293578	3.309707	refused
syntax@0.1	mod-n	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1466.1	libpcre2_10.46_jit-caps-simdna	1466.1			1.001207	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	mod-n	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.6	pcrec_25b1984f_vm-in-caps-simdna	251.6	pcrec_25b1984f_auto-nocaps-simdna	438.7	excluded	excluded	1.758743	1.743555	1.098914	1.000000	refused
syntax@0.1	mod-n	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	513.2	pcrec_25b1984f_auto-caps-simdna	513.2	pcrec_25b1984f_auto-nocaps-simdna	522.5	4.561852	3.194863	1.000000	1.018033	1.936206	1.803838	refused
syntax@0.1	mod-r	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	565789.5	libpcre2_10.46_jit-caps-simdna	565789.5	pcrec_25b1984f_auto-nocaps-simdna	1307519.2	7.114462	1.000000	2.313828	2.310964	3.821490	3.839347	refused
syntax@0.1	mod-r	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1808.4	libpcre2_10.46_interp-caps-simdna	1808.4			1.000000	1.000126	excluded	excluded	excluded	excluded	refused
syntax@0.1	mod-r	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	257.8	pcrec_25b1984f_vm-in-caps-simdna	257.8	pcrec_25b1984f_auto-nocaps-simdna	449.2	excluded	excluded	1.773739	1.742271	1.043990	1.000000	refused
syntax@0.1	mod-r	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	686.9	pcrec_25b1984f_auto-caps-simdna	692.4	pcrec_25b1984f_auto-nocaps-simdna	686.9	4.071560	2.544253	1.008000	1.000000	1.702631	1.645300	refused
syntax@0.1	mod-reset	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	738166.6	libpcre2_10.46_jit-caps-simdna	738166.6	pcrec_25b1984f_auto-nocaps-simdna	1028389.5	5.050861	1.000000	1.393488	1.393167	2.924303	2.931006	refused
syntax@0.1	mod-reset	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1573.0	libpcre2_10.46_jit-caps-simdna	1573.0			1.009420	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	mod-reset	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	254.6	pcrec_25b1984f_vm-in-caps-simdna	254.6	pcrec_25b1984f_auto-nocaps-simdna	455.3	excluded	excluded	1.773800	1.788355	1.091610	1.000000	refused
syntax@0.1	mod-reset	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	869.8	pcrec_25b1984f_auto-caps-simdna	869.8	pcrec_25b1984f_auto-nocaps-simdna	878.0	2.854472	1.836020	1.000000	1.009419	1.346917	1.271726	refused
syntax@0.1	mod-s	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	169775.6	libpcre2_10.46_jit-caps-simdna	169775.6	rust_1.13.1_default-caps-simdna	175868.3	14.075081	1.000000	2.578836	2.576169	9.857241	9.830600	1.035887
syntax@0.1	mod-s	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1930.3	libpcre2_10.46_jit-caps-simdna	1930.3			1.010207	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-s	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	266.1	pcrec_25b1984f_vm-in-caps-simdna	266.1	pcrec_25b1984f_auto-nocaps-simdna	479.5	excluded	excluded	1.801080	1.801911	1.018907	1.000000	2.444320
syntax@0.1	mod-s	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	540.7	pcrec_25b1984f_auto-caps-simdna	540.7	pcrec_25b1984f_auto-nocaps-simdna	545.8	5.596780	3.011386	1.000000	1.009467	2.241567	2.164805	2.977817
syntax@0.1	mod-u-uc	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	145258.9	pcrec_25b1984f_auto-caps-simdna	145258.9	pcrec_25b1984f_auto-nocaps-simdna	145721.8	5.003109	1.559750	1.000000	1.003187	28.498690	28.585786	2.241625
syntax@0.1	mod-u-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1403.3	libpcre2_10.46_jit-caps-simdna	1403.3			1.014395	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-u-uc	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	368.2	pcrec_25b1984f_vm-caps-simdna	368.2	pcrec_25b1984f_auto-nocaps-simdna	442.5	excluded	excluded	1.203028	1.201669	1.000000	1.254244	2.828567
syntax@0.1	mod-u-uc	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	419.2	pcrec_25b1984f_auto-caps-simdna	419.2	pcrec_25b1984f_auto-nocaps-simdna	422.4	4.215343	3.859623	1.000000	1.007731	6.351385	6.705012	3.861364
syntax@0.1	mod-unset	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	696464.6	libpcre2_10.46_jit-caps-simdna	740250.9	rust_1.13.1_default-caps-simdna	696464.6	5.355853	1.062869	1.477296	1.475676	3.090639	3.110691	1.000000
syntax@0.1	mod-unset	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1567.7	libpcre2_10.46_jit-caps-simdna	1567.7			1.010503	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-unset	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	254.6	pcrec_25b1984f_vm-in-caps-simdna	254.6	pcrec_25b1984f_auto-nocaps-simdna	458.7	excluded	excluded	1.789128	1.801194	1.092210	1.000000	2.075651
syntax@0.1	mod-unset	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	867.7	pcrec_25b1984f_auto-caps-simdna	867.7	pcrec_25b1984f_auto-nocaps-simdna	873.1	2.844317	1.999367	1.000000	1.006231	1.351736	1.281875	1.742602
syntax@0.1	mod-x	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	346777.8	libpcre2_10.46_jit-caps-simdna	513013.5	rust_1.13.1_default-caps-simdna	346777.8	8.656425	1.479372	2.420157	2.418705	4.944025	4.962203	1.000000
syntax@0.1	mod-x	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1406.0	libpcre2_10.46_jit-caps-simdna	1406.0			1.013042	1.000000	refused	refused	refused	refused	refused
syntax@0.1	mod-x	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	520.1	pcrec_25b1984f_auto-caps-simdna	520.1	pcrec_25b1984f_auto-nocaps-simdna	523.7	4.115084	3.075705	1.000000	1.007024	1.910815	1.782490	1.965386
syntax@0.1	msc-c-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	442572.9	libpcre2_10.46_jit-caps-simdna	442572.9			6.827661	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-c-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1407.5	libpcre2_10.46_jit-caps-simdna	1407.5			1.013278	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-c-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1647.2	libpcre2_10.46_jit-caps-simdna	1647.2			1.304680	1.000000	refused	refused	refused	refused	refused
