# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=syntax, version=0.1, since=2026-09-01T00:00:00Z, until=2026-09-21T10:30:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_d34c9131_auto-nocaps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-in-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna; source: store/index.tsv (10 record(s) matching this query); records: 10; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_auto-nocaps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; no=pcrec_25b1984f_auto-nocaps-simdna,pcrec_d34c9131_auto-nocaps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	pcrec_d34c9131_auto-caps-simdna	pcrec_d34c9131_auto-nocaps-simdna	pcrec_d34c9131_vm-caps-simdna	pcrec_d34c9131_vm-in-caps-simdna
syntax@0.1	esc-nl	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	372.0	pcrec_25b1984f_auto-caps-simdna	372.1	pcrec_25b1984f_auto-nocaps-simdna	372.0	7.179455	4.407953	1.000251	1.000000	3.841620	3.684406	1.002309	1.004160	3.844398	3.662346
syntax@0.1	esc-octal-0	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	168150.4	libpcre2_10.46_jit-caps-simdna	168150.4	pcrec_25b1984f_auto-nocaps-simdna	448971.5	13.729649	1.000000	2.670106	2.670060	12.484999	12.490373	2.675554	2.670136	12.327402	12.419368
syntax@0.1	esc-octal-0	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1714.1	libpcre2_10.46_jit-caps-simdna	1714.1			1.008913	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-octal-0	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	262.0	pcrec_25b1984f_vm-in-caps-simdna	262.0	pcrec_25b1984f_auto-nocaps-simdna	459.9	excluded	excluded	1.750220	1.755393	1.021175	1.000000	1.751235	1.760520	1.016777	1.021277
syntax@0.1	esc-octal-0	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	515.5	pcrec_25b1984f_auto-caps-simdna	515.5	pcrec_25b1984f_auto-nocaps-simdna	516.1	5.320073	3.420718	1.000000	1.001202	2.739297	2.629962	1.002115	1.003119	2.742377	2.618411
syntax@0.1	esc-octal-o	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	517143.8	libpcre2_10.46_jit-caps-simdna	517143.8			5.802997	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	esc-octal-o	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1408.3	libpcre2_10.46_jit-caps-simdna	1408.3			1.011946	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	esc-octal-o	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1594.8	libpcre2_10.46_jit-caps-simdna	1594.8			1.340174	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	esc-quote	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	106124.2	libpcre2_10.46_jit-caps-simdna	106124.2	pcrec_d34c9131_auto-nocaps-simdna	120870.8	9.885853	1.000000	1.155486	1.154864	13.416137	13.367711	1.141102	1.138956	13.357696	13.360534
syntax@0.1	esc-quote	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1420.1	libpcre2_10.46_jit-caps-simdna	1420.1			1.015468	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-quote	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.7	pcrec_25b1984f_vm-in-caps-simdna	251.7	pcrec_d34c9131_auto-nocaps-simdna	436.5	excluded	excluded	1.734768	1.747576	1.048371	1.000000	1.738341	1.734537	1.050007	1.022624
syntax@0.1	esc-quote	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	408.1	pcrec_25b1984f_auto-caps-simdna	415.1	pcrec_25b1984f_auto-nocaps-simdna	408.1	4.006153	4.135237	1.017044	1.000000	2.626955	2.488818	1.025035	1.023649	2.633610	2.492158
syntax@0.1	esc-tab	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	66668.0	pcrec_25b1984f_auto-caps-simdna	66914.9	pcrec_25b1984f_auto-nocaps-simdna	66668.0	11.026448	1.711762	1.003704	1.000000	26.749953	26.468401	1.004878	1.007312	26.592447	26.574287
syntax@0.1	esc-tab	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1458.7	libpcre2_10.46_jit-caps-simdna	1458.7			1.016448	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-tab	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	255.0	pcrec_25b1984f_vm-in-caps-simdna	255.0	pcrec_25b1984f_auto-nocaps-simdna	443.9	excluded	excluded	1.771309	1.740388	1.018280	1.000000	1.734313	1.766673	1.018604	1.021684
syntax@0.1	esc-tab	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	379.3	pcrec_25b1984f_auto-caps-simdna	379.3	pcrec_25b1984f_auto-nocaps-simdna	379.5	4.845651	4.552032	1.000000	1.000485	3.505423	3.351884	1.003882	1.001862	3.496358	3.350585
syntax@0.1	floor	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	23090.3	pcrec_d34c9131_auto-caps-simdna	23116.8	pcrec_d34c9131_auto-nocaps-simdna	23090.3	1.004648	2.251175	1.001787	1.002913	35.321458	35.285304	1.001149	1.000000	35.257838	35.247231
syntax@0.1	floor	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1264.4	libpcre2_10.46_jit-caps-simdna	1264.4			1.003634	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	floor	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	236.2	pcrec_d34c9131_vm-caps-simdna	236.2	pcrec_d34c9131_auto-nocaps-simdna	430.4	excluded	excluded	1.828226	1.842183	1.000514	1.051932	1.807446	1.822251	1.000000	1.076281
syntax@0.1	floor	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	386.4	pcrec_25b1984f_auto-caps-simdna	386.4	pcrec_d34c9131_auto-nocaps-simdna	388.3	3.902473	4.191078	1.000000	1.010890	2.071667	2.016321	1.005713	1.004928	2.070430	2.012141
syntax@0.1	grp-atomic-alt	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	403210.2	libpcre2_10.46_jit-caps-simdna	403210.2	pcrec_d34c9131_auto-nocaps-simdna	992337.7	19.493763	1.000000	2.482010	2.466618	26.184253	31.016317	2.462800	2.461093	25.976906	33.206459
syntax@0.1	grp-atomic-alt	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1420.7	libpcre2_10.46_jit-caps-simdna	1420.7			1.020298	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	grp-atomic-alt	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	486.3	pcrec_25b1984f_vm-caps-simdna	486.3	pcrec_25b1984f_auto-nocaps-simdna	486.3	excluded	excluded	1.000312	1.000090	1.000000	1.311373	1.014015	1.014235	1.014337	1.248132
syntax@0.1	grp-atomic-alt	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	955.9	pcrec_d34c9131_auto-caps-simdna	955.9	pcrec_d34c9131_auto-nocaps-simdna	959.7	6.746504	1.811508	1.009446	1.008130	7.009313	8.649342	1.000000	1.003970	6.625495	8.880702
syntax@0.1	grp-atomic-rep	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	811605.3	pcrec_d34c9131_auto-caps-simdna	812182.6	pcrec_d34c9131_auto-nocaps-simdna	811605.3	8.686977	1.797265	1.006280	1.007182	4.794985	4.808520	1.000711	1.000000	4.788753	4.787711
syntax@0.1	grp-atomic-rep	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1511.4	libpcre2_10.46_jit-caps-simdna	1511.4			1.012202	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	grp-atomic-rep	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	282.6	pcrec_d34c9131_vm-in-caps-simdna	282.6	pcrec_d34c9131_auto-nocaps-simdna	448.4	excluded	excluded	1.586407	1.606552	1.452563	1.001600	1.588823	1.586527	1.428131	1.000000
syntax@0.1	grp-atomic-rep	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	838.0	pcrec_d34c9131_auto-caps-simdna	838.0	pcrec_25b1984f_auto-nocaps-simdna	843.3	3.988298	2.105004	1.011626	1.006287	3.019056	2.921602	1.000000	1.023171	3.005554	2.918298
syntax@0.1	grp-branch-reset	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1239281.4	libpcre2_10.46_jit-caps-simdna	1239281.4			11.919334	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	grp-branch-reset	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1894.5	libpcre2_10.46_jit-caps-simdna	1894.5			1.015102	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	grp-branch-reset	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1876.3	libpcre2_10.46_jit-caps-simdna	1876.3			3.294492	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	grp-callout	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	555879.3	libpcre2_10.46_jit-caps-simdna	555879.3			5.525396	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	grp-callout	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1419.3	libpcre2_10.46_jit-caps-simdna	1419.3			1.011526	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	grp-callout	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1627.3	libpcre2_10.46_jit-caps-simdna	1627.3			1.325119	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	grp-cap	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	546581.2	libpcre2_10.46_jit-caps-simdna	546581.2	pcrec_d34c9131_auto-nocaps-simdna	791496.0	6.831143	1.000000	1.595201	1.531675	1.749700	2.483512	1.597017	1.448085	1.758500	2.476873
syntax@0.1	grp-cap	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1480.8	libpcre2_10.46_jit-caps-simdna	1480.8			1.000210	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	grp-cap	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	226.8	pcrec_25b1984f_auto-caps-simdna	226.8	pcrec_d34c9131_auto-nocaps-simdna	433.1	excluded	excluded	1.000000	1.914741	1.066259	1.281286	1.002054	1.909655	1.059306	1.303730
syntax@0.1	grp-cap	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	526.9	pcrec_25b1984f_vm-caps-simdna	570.3	pcrec_d34c9131_auto-nocaps-simdna	526.9	4.376012	3.295988	1.201100	1.012145	1.082475	1.583310	1.201766	1.000000	1.087314	1.591189
syntax@0.1	grp-comment	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	515705.5	libpcre2_10.46_jit-caps-simdna	515705.5			5.846874	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	grp-comment	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1408.3	libpcre2_10.46_jit-caps-simdna	1408.3			1.026795	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	grp-comment	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1597.4	libpcre2_10.46_jit-caps-simdna	1597.4			1.357787	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	grp-named	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	543074.3	libpcre2_10.46_jit-caps-simdna	543074.3	pcrec_d34c9131_auto-nocaps-simdna	781798.8	6.855187	1.000000	1.612628	1.543128	1.760793	2.500050	1.600329	1.439580	1.768429	2.484799
syntax@0.1	grp-named	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1480.2	libpcre2_10.46_jit-caps-simdna	1480.2			1.002797	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	grp-named	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	226.8	pcrec_25b1984f_auto-caps-simdna	226.8	pcrec_25b1984f_auto-nocaps-simdna	432.8	excluded	excluded	1.000000	1.908413	1.061006	1.282498	1.002431	1.932249	1.065899	1.303833
syntax@0.1	grp-named	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	529.4	pcrec_25b1984f_vm-caps-simdna	569.5	pcrec_25b1984f_auto-nocaps-simdna	529.4	4.359467	3.238999	1.210586	1.000000	1.075851	1.567344	1.192544	1.009757	1.078304	1.586769
syntax@0.1	grp-named-quote	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	545012.5	libpcre2_10.46_jit-caps-simdna	545012.5	pcrec_d34c9131_auto-nocaps-simdna	791132.0	6.839526	1.000000	1.602708	1.540999	1.755977	2.474271	1.595859	1.451585	1.764300	2.476162
syntax@0.1	grp-named-quote	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1480.5	libpcre2_10.46_jit-caps-simdna	1480.5			1.001909	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	grp-named-quote	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	227.3	pcrec_d34c9131_auto-caps-simdna	227.3	pcrec_d34c9131_auto-nocaps-simdna	435.0	excluded	excluded	1.002769	1.917071	1.058000	1.278056	1.000000	1.913502	1.057835	1.301011
syntax@0.1	grp-named-quote	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	521.6	pcrec_25b1984f_vm-caps-simdna	571.2	pcrec_25b1984f_auto-nocaps-simdna	521.6	4.427570	3.331816	1.220515	1.000000	1.095279	1.592809	1.210480	1.004481	1.095972	1.605748
syntax@0.1	grp-noncap	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	163636.7	libpcre2_10.46_jit-caps-simdna	163636.7	pcrec_d34c9131_auto-nocaps-simdna	207432.5	28.824129	1.000000	1.324774	1.323668	23.499861	23.226270	1.269003	1.267640	23.197150	23.191577
syntax@0.1	grp-noncap	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1464.1	libpcre2_10.46_jit-caps-simdna	1464.1			1.010119	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	grp-noncap	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	317.0	pcrec_d34c9131_vm-in-caps-simdna	317.0	pcrec_25b1984f_auto-nocaps-simdna	432.9	excluded	excluded	1.378974	1.365680	1.312518	1.001822	1.394555	1.386016	1.300728	1.000000
syntax@0.1	grp-noncap	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	501.2	pcrec_25b1984f_auto-caps-simdna	506.4	pcrec_25b1984f_auto-nocaps-simdna	501.2	9.594147	3.202629	1.010443	1.000000	5.034461	4.777729	1.014909	1.018030	5.026383	4.764069
syntax@0.1	lit-cat	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	514768.2	libpcre2_10.46_jit-caps-simdna	514768.2	pcrec_d34c9131_auto-nocaps-simdna	785233.4	6.040467	1.000000	1.629755	1.627979	3.333634	3.344090	1.534071	1.525412	3.331008	3.282371
syntax@0.1	lit-cat	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1403.8	libpcre2_10.46_jit-caps-simdna	1403.8			1.024167	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	lit-cat	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.6	pcrec_25b1984f_vm-in-caps-simdna	251.6	pcrec_25b1984f_auto-nocaps-simdna	435.2	excluded	excluded	1.724212	1.729800	1.100766	1.000000	1.708007	1.732871	1.099376	1.022447
syntax@0.1	lit-cat	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	514.8	pcrec_d34c9131_auto-caps-simdna	518.9	pcrec_d34c9131_auto-nocaps-simdna	514.8	4.244194	3.195048	1.021378	1.020116	1.927773	1.796569	1.008077	1.000000	1.936373	1.795918
syntax@0.1	lka-neg	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	296693.5	libpcre2_10.46_jit-caps-simdna	296693.5	pcrec_d34c9131_auto-nocaps-simdna	577289.3	9.091539	1.000000	1.949616	1.953479	14.174277	14.180059	1.944582	1.945743	14.148645	14.158593
syntax@0.1	lka-neg	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1947.4	libpcre2_10.46_jit-caps-simdna	1947.4			1.013536	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	lka-neg	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	357.9	pcrec_25b1984f_vm-caps-simdna	357.9	pcrec_25b1984f_auto-nocaps-simdna	358.6	excluded	excluded	1.002759	1.001941	1.000000	1.280394	1.001281	1.005234	1.004947	1.296784
syntax@0.1	lka-neg	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	772.6	pcrec_d34c9131_auto-caps-simdna	772.6	pcrec_d34c9131_auto-nocaps-simdna	772.9	3.586497	2.291417	1.002319	1.005476	3.286109	3.343873	1.000000	1.000320	3.317904	3.409471
syntax@0.1	lka-nonatomic	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	301404.7	libpcre2_10.46_jit-caps-simdna	301404.7	pcrec_d34c9131_auto-nocaps-simdna	529314.2	11.462717	1.000000	1.755258	1.756540	4.304834	4.278819	1.755908	1.756158	4.277549	4.271639
syntax@0.1	lka-nonatomic	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2337.7	libpcre2_10.46_jit-caps-simdna	2337.7			1.004726	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	lka-nonatomic	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	218.6	pcrec_25b1984f_auto-caps-simdna	219.8	pcrec_25b1984f_auto-nocaps-simdna	218.6	excluded	excluded	1.005275	1.000000	1.101170	1.346465	1.007067	1.006319	1.112867	1.356578
syntax@0.1	lka-nonatomic	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	631.7	pcrec_d34c9131_auto-caps-simdna	631.7	pcrec_25b1984f_auto-nocaps-simdna	633.3	5.437696	2.682774	1.002979	1.002544	1.352805	1.478399	1.000000	1.003887	1.346018	1.487119
syntax@0.1	lka-pos	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	163094.2	libpcre2_10.46_jit-caps-simdna	163094.2	pcrec_d34c9131_auto-nocaps-simdna	1674238.7	14.591023	1.000000	10.288799	10.306932	8.021438	10.329096	10.303716	10.265469	8.035736	10.320977
syntax@0.1	lka-pos	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1913.2	libpcre2_10.46_interp-caps-simdna	1913.2			1.000000	1.001576	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	lka-pos	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	198.4	pcrec_d34c9131_vm-caps-simdna	198.4	pcrec_d34c9131_auto-nocaps-simdna	210.9	excluded	excluded	1.063988	1.063984	1.001342	1.325492	1.063699	1.062938	1.000000	1.361992
syntax@0.1	lka-pos	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	749.0	pcrec_d34c9131_auto-caps-simdna	749.3	pcrec_d34c9131_auto-nocaps-simdna	749.0	4.153634	2.312123	1.003806	1.003914	1.228993	1.638646	1.000431	1.000000	1.221639	1.630740
syntax@0.1	lka-verb	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	163260.5	libpcre2_10.46_jit-caps-simdna	163260.5	pcrec_d34c9131_auto-nocaps-simdna	1678992.5	14.570101	1.000000	10.285697	10.287274	8.035579	10.305421	10.251257	10.284134	8.026808	10.322943
syntax@0.1	lka-verb	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1899.4	libpcre2_10.46_jit-caps-simdna	1899.4			1.005540	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	lka-verb	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	198.4	pcrec_d34c9131_vm-caps-simdna	198.4	pcrec_d34c9131_auto-nocaps-simdna	210.9	excluded	excluded	1.064494	1.064945	1.001561	1.326497	1.063135	1.062875	1.000000	1.360559
syntax@0.1	lka-verb	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	746.9	pcrec_d34c9131_auto-caps-simdna	746.9	pcrec_d34c9131_auto-nocaps-simdna	748.7	4.144994	2.309796	1.008198	1.003346	1.230227	1.635209	1.000000	1.002458	1.225965	1.637673
syntax@0.1	lkb-neg	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	341251.5	libpcre2_10.46_jit-caps-simdna	341251.5	pcrec_d34c9131_auto-nocaps-simdna	791693.6	13.614744	1.000000	2.330109	2.345827	42.224708	45.831222	2.319492	2.319971	42.135744	45.821235
syntax@0.1	lkb-neg	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1337.6	libpcre2_10.46_jit-caps-simdna	1337.6			1.016387	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	lkb-neg	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	529.1	pcrec_25b1984f_auto-caps-simdna	529.4	pcrec_25b1984f_auto-nocaps-simdna	529.1	excluded	excluded	1.000581	1.000000	1.004145	1.235420	1.015403	1.014131	1.015080	1.246424
syntax@0.1	lkb-neg	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	898.7	pcrec_25b1984f_auto-caps-simdna	899.3	pcrec_25b1984f_auto-nocaps-simdna	898.7	4.269966	1.967262	1.000676	1.000000	9.346370	10.611404	1.004935	1.011866	9.325649	10.557676
syntax@0.1	lkb-pos	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	201079.5	libpcre2_10.46_jit-caps-simdna	201079.5	pcrec_d34c9131_auto-nocaps-simdna	4034588.5	17.693633	1.000000	20.073378	20.117063	20.202937	30.730022	20.059500	20.064642	20.138286	30.671397
syntax@0.1	lkb-pos	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1272.1	libpcre2_10.46_jit-caps-simdna	1272.1			1.018323	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	lkb-pos	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	223.3	pcrec_d34c9131_vm-caps-simdna	223.3	pcrec_d34c9131_auto-nocaps-simdna	223.3	excluded	excluded	1.001862	1.001950	1.000874	1.641718	1.000589	1.000279	1.000000	1.665825
syntax@0.1	lkb-pos	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	803.0	pcrec_25b1984f_auto-caps-simdna	805.1	pcrec_25b1984f_auto-nocaps-simdna	803.0	4.283488	2.065510	1.002669	1.000000	2.811475	4.590879	1.004206	1.004029	2.810487	4.588591
syntax@0.1	mod-a	large-subject-throughput	plain	pcrec_25b1984f_vm-caps-simdna	5709655.5	pcrec_25b1984f_vm-caps-simdna	5709655.5	pcrec_d34c9131_auto-nocaps-simdna	6880135.4	5.356684	2.242231	1.215679	1.214650	1.000000	1.007395	1.193003	1.205000	1.001828	1.000845
syntax@0.1	mod-a	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	4035.7	libpcre2_10.46_jit-caps-simdna	4035.7			1.004539	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-a	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	471.3	pcrec_d34c9131_vm-in-caps-simdna	471.3	pcrec_d34c9131_auto-nocaps-simdna	629.2	excluded	excluded	1.344246	1.339477	1.011568	1.000541	1.329685	1.335083	1.018367	1.000000
syntax@0.1	mod-a	short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna	571.2	pcrec_d34c9131_vm-in-caps-simdna	571.2	pcrec_d34c9131_auto-nocaps-simdna	796.2	7.807752	3.478928	1.400624	1.409093	1.055131	1.000083	1.386629	1.393895	1.068560	1.000000
