# reporter: v18 (2026-09-18); surface: matrix; filters: subbench=syntax, version=0.1, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_d34c9131_auto-nocaps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (7 record(s) matching this query); records: 7; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_auto-nocaps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna,rust_1.13.1_default-caps-simdna
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee/best_ns recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
subbench	pattern	regime_or_na	form	best_testee	best_ns	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_d34c9131_auto-caps-simdna	pcrec_d34c9131_auto-nocaps-simdna	pcrec_d34c9131_vm-caps-simdna	pcrec_d34c9131_vm-in-caps-simdna	rust_1.13.1_default-caps-simdna
syntax@0.1	qnt-poss-plus	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	722152.9	6.357095	2.083680	1.000325	1.000000	4.831157	4.832643	2.136087
syntax@0.1	qnt-poss-plus	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1400.3	1.016164	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-poss-plus	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	278.6	excluded	excluded	1.432333	1.424491	1.480793	1.000000	wrong
syntax@0.1	qnt-poss-plus	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	1508.0	3.927064	1.191368	1.002128	1.000000	2.030367	1.970470	wrong
syntax@0.1	qnt-poss-quest	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1208935.6	3.632603	1.000000	1.658582	1.658127	1.588106	1.587622	wrong
syntax@0.1	qnt-poss-quest	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1459.3	1.009143	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-poss-quest	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	254.8	excluded	excluded	1.024851	1.024685	1.075316	1.000000	3.798954
syntax@0.1	qnt-poss-quest	short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna	1037.7	4.398344	1.847522	1.067399	1.068406	1.069910	1.000000	wrong
syntax@0.1	qnt-poss-star	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	317736.3	24.359738	7.556339	1.001419	1.000000	12.610355	12.609160	3.242290
syntax@0.1	qnt-poss-star	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1556.3	1.011342	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-poss-star	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	294.0	excluded	excluded	1.533163	1.540706	1.343085	1.000000	3.762457
syntax@0.1	qnt-poss-star	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	549.8	6.541956	3.628161	1.000000	1.031473	3.802560	3.710336	6.722360
syntax@0.1	qnt-quest	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	436014.1	6.612022	1.022416	1.592782	1.591781	3.116596	3.101587	1.000000
syntax@0.1	qnt-quest	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1268.7	1.013119	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-quest	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	255.1	excluded	excluded	1.699110	1.689068	1.525341	1.000000	1.064011
syntax@0.1	qnt-quest	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	446.4	4.214541	3.654736	1.000000	1.000088	1.882931	1.818642	2.140276
syntax@0.1	qnt-star	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	846340.7	4.081003	1.489391	1.014555	1.000000	1.709291	1.713171	3.197346
syntax@0.1	qnt-star	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1441.0	1.016145	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-star	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	263.6	excluded	excluded	1.648115	1.648920	1.049982	1.000000	4.051020
syntax@0.1	qnt-star	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	517.4	4.292348	3.221074	1.000000	1.030458	1.630905	1.587374	5.157899
syntax@0.1	rec-1	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	10801638597.0	1.000000	wrong	wrong	wrong	wrong	wrong	refused
syntax@0.1	rec-1	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2370.2	1.002355	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-1	match-compliance	whole-subject	pcrec_d34c9131_auto-nocaps-simdna	578.6	excluded	excluded	1.003389	1.000000	1.002573	1.182927	refused
syntax@0.1	rec-1	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1796.6	1.839126	1.000000	2.767987	2.759546	2.841076	2.797887	refused
syntax@0.1	rec-back	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	851412.5	8.567422	1.835113	1.157927	1.000000	6.885238	6.891666	refused
syntax@0.1	rec-back	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1621.5	1.000000	1.000585	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-back	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	282.8	excluded	excluded	1.000000	1.594822	1.002339	1.238609	refused
syntax@0.1	rec-back	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	652.6	3.832191	3.166997	1.224452	1.000000	4.576817	4.829463	refused
syntax@0.1	rec-define	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	156464.4	595.585693	25.104862	1.000000	1.002394	52.201913	79.390452	refused
syntax@0.1	rec-define	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1598.2	1.000000	1.024907	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-define	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	278.9	excluded	excluded	1.641292	1.630841	1.000000	1.523142	refused
syntax@0.1	rec-define	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	392.9	10.518735	4.535652	1.000694	1.000000	13.979616	18.483944	refused
syntax@0.1	rec-fwd	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	851732.4	91.049288	4.093839	1.154555	1.000000	15.599735	15.075365	refused
syntax@0.1	rec-fwd	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	3628.9	1.005937	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-fwd	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	283.1	excluded	excluded	1.000000	1.595513	1.002446	1.461618	refused
syntax@0.1	rec-fwd	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	650.5	53.345900	4.607838	1.217540	1.000000	10.300577	7.131106	refused
syntax@0.1	rec-g-angle	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	850444.4	8.571754	1.832226	1.154698	1.000000	6.892157	6.890969	refused
syntax@0.1	rec-g-angle	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1621.5	1.000000	1.000821	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-g-angle	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	282.6	excluded	excluded	1.000000	1.592932	1.000638	1.238941	refused
syntax@0.1	rec-g-angle	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	648.1	3.865044	3.110580	1.227948	1.000000	4.605678	4.860553	refused
syntax@0.1	rec-name	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	10821132278.0	1.000000	wrong	wrong	wrong	wrong	wrong	refused
syntax@0.1	rec-name	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2370.0	1.000000	1.000832	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-name	match-compliance	whole-subject	pcrec_d34c9131_auto-nocaps-simdna	579.3	excluded	excluded	1.002288	1.000000	1.001956	1.181386	refused
syntax@0.1	rec-name	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1732.8	1.907476	1.000000	2.876662	2.854455	2.868379	2.907388	refused
syntax@0.1	rec-py	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	850666.8	8.558818	1.832803	1.155950	1.000000	6.892796	6.908838	refused
syntax@0.1	rec-py	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1621.5	1.000784	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	rec-py	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	282.6	excluded	excluded	1.001496	1.597508	1.000000	1.239356	refused
syntax@0.1	rec-py	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	653.8	3.828003	3.091769	1.218416	1.000000	4.565714	4.825942	refused
syntax@0.1	rec-r-uc	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	9725255387.0	1.000000	wrong	wrong	wrong	wrong	wrong	wrong
syntax@0.1	rec-r-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2255.0	1.007683	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	rec-r-uc	match-compliance	whole-subject			excluded	excluded	wrong	wrong	wrong	wrong	wrong
syntax@0.1	rec-r-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1677.6	1.818719	1.000000	2.069448	2.197004	2.157589	2.236046	wrong
syntax@0.1	unp-p-lc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	15459291.2	3.222389	1.000000	refused	refused	refused	refused	wrong
syntax@0.1	unp-p-lc	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	4511.5	1.000000	1.000672	refused	refused	refused	refused	excluded
syntax@0.1	unp-p-lc	match-compliance	whole-subject			excluded	excluded	refused	refused	refused	refused	wrong
syntax@0.1	unp-p-lc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2310.5	2.574806	1.000000	refused	refused	refused	refused	wrong
syntax@0.1	unp-p-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	16256292.9	4.432760	1.000000	refused	refused	refused	refused	1.225978
syntax@0.1	unp-p-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	3807.1	1.002797	1.000000	refused	refused	refused	refused	excluded
syntax@0.1	unp-p-uc	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1498.2	excluded	excluded	refused	refused	refused	refused	1.000000
syntax@0.1	unp-p-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2511.0	4.350014	1.000000	refused	refused	refused	refused	2.379075
syntax@0.1	vrb-accept	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	269137.7	8.316488	1.000000	refused	refused	refused	refused	refused
syntax@0.1	vrb-accept	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1609.4	1.000000	1.001758	refused	refused	refused	refused	refused
syntax@0.1	vrb-accept	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1616.3	1.580700	1.000000	refused	refused	refused	refused	refused
syntax@0.1	vrb-skip	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1588213.3	3.699094	1.000000	refused	refused	refused	refused	refused
syntax@0.1	vrb-skip	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1491.7	1.018333	1.000000	refused	refused	refused	refused	refused
syntax@0.1	vrb-skip	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1860.0	1.682651	1.000000	refused	refused	refused	refused	refused
syntax@0.1	xcl-minus	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	20359696.5	2.361795	1.000000	refused	refused	refused	refused	refused
syntax@0.1	xcl-minus	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2309.0	1.000000	1.007412	refused	refused	refused	refused	refused
syntax@0.1	xcl-minus	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1919.0	2.119724	1.000000	refused	refused	refused	refused	refused
